search_date,arrival,departure,num_adults,num_children,search_id,hotel_id,hotel_price,is_promo,hotel_feature_1,hotel_feature_2,hotel_feature_3,hotel_feature_4,hotel_feature_5,booked
10,146,159,2,0,16,32352,4109.07,1,69.7997134665,52.0,94,1,1,0
10,146,159,2,0,16,17388,3682.68,0,104.105715501,3.0,89,5,4,0
10,191,198,2,2,17,517,587.37,1,64.4903093495,85.0,38,0,0,0
10,191,198,2,2,17,28297,544.87,1,68.7022561493,93.0,7,3,1,0
10,191,198,2,2,17,19030,518.02,1,59.219929078,55.0,22,0,1,0
10,191,198,2,2,17,11787,637.84,0,135.966907739,52.0,30,1,1,0
10,191,198,2,2,17,17154,937.15,0,68.6512927773,95.0,69,7,4,0
10,115,125,3,2,18,517,2549.11,1,64.4903093495,85.0,29,0,0,0
10,115,125,3,2,18,33078,3203.92,1,79.5235814083,46.0,7,4,1,0
10,115,125,3,2,18,22748,3183.37,1,65.4064217031,88.0,12,4,1,0
10,115,125,3,2,18,22748,3183.37,1,65.4064217031,88.0,12,4,1,0
10,112,119,3,1,19,517,553.41,1,64.4903093495,85.0,38,0,0,0
10,112,119,3,1,19,36957,573.64,0,139.764086947,52.0,120,4,5,0
10,112,119,3,1,19,33668,364.28,1,69.6778300466,90.0,4,1,1,0
10,112,119,3,1,19,8861,546.48,1,67.394361782,52.0,45,4,4,0
10,112,119,3,1,19,14605,423.74,1,139.06832853,58.0,101,1,5,0
10,112,119,3,1,19,17073,643.29,0,56.7626637853,52.0,145,1,4,0
10,112,119,3,1,19,10366,626.43,0,35.6230262611,52.0,92,6,5,0
10,112,119,3,1,19,20265,523.31,1,134.413540985,5.0,6,1,4,0
10,112,119,3,1,19,20265,523.31,1,134.413540985,5.0,6,1,4,0
20,77,84,2,3,20,517,621.25,1,64.4903093495,85.0,20,0,0,0
20,77,84,2,3,20,22748,693.75,1,65.4064217031,88.0,7,4,1,0
20,51,52,2,0,21,517,111.87,0,64.4903093495,85.0,29,0,0,0
20,51,52,2,0,21,7477,111.38,0,75.126559884,52.0,122,4,1,0
20,51,52,2,0,21,13352,104.22,0,69.7997134665,52.0,97,6,4,0
20,51,52,2,0,21,41333,147.38,0,4.58257569496,52.0,159,16,4,0
20,51,52,2,0,21,1224,111.38,0,13.3790881603,52.0,149,4,5,0
20,51,52,2,0,21,19978,106.88,0,42.2847490237,52.0,53,1,0,0
20,51,52,2,0,21,30367,143.68,1,64.2028036771,52.0,47,8,3,0
20,51,52,2,0,21,33390,178.88,0,142.502631555,95.0,141,7,4,0
20,51,52,2,0,21,1301,144.0,0,75.9078388574,52.0,171,17,1,0
20,51,52,2,0,21,9067,167.62,0,75.126559884,95.0,147,7,0,0
20,51,52,2,0,21,15887,145.13,0,47.9583152331,95.0,112,7,4,0
20,51,52,2,0,21,23361,167.63,0,17.8605710995,52.0,174,10,1,0
20,51,52,2,0,21,30971,178.86,0,47.6025209416,100.0,103,10,1,0
20,51,52,2,0,21,31082,145.13,0,47.9583152331,52.0,114,4,4,0
20,51,52,2,0,21,42949,466.88,0,26.4007575649,52.0,209,13,3,0
20,51,52,2,0,21,9465,129.13,0,75.3126815351,90.0,15,4,4,0
20,51,52,2,0,21,15955,103.49,0,132.382022949,52.0,69,5,4,0
20,51,52,2,0,21,28297,158.2,1,68.7022561493,93.0,11,3,1,0
20,51,52,2,0,21,40744,258.2,0,24.9599679487,52.0,19,1,2,0
20,51,52,2,0,21,41755,61.31,0,10.7238052948,64.0,73,6,5,0
20,51,52,2,0,21,42766,128.82,1,20.2977831302,52.0,187,1,1,0
20,51,52,2,0,21,43743,84.0,0,17.2336879396,93.0,36,1,5,0
20,51,52,2,0,21,8861,127.24,0,67.394361782,52.0,96,4,4,0
20,51,52,2,0,21,18855,213.74,0,14.4913767462,93.0,129,4,4,0
20,51,52,2,0,21,43676,201.38,0,57.2450871254,66.0,106,10,1,0
20,51,52,2,0,21,3918,409.5,0,52.5071423713,52.0,153,13,3,0
20,51,52,2,0,21,9143,107.99,0,135.988970141,52.0,94,9,1,0
20,51,52,2,0,21,25051,223.87,0,24.2074368738,52.0,60,1,1,0
20,51,52,2,0,21,26888,101.23,0,11.2694276696,89.0,131,18,5,0
20,51,52,2,0,21,23532,120.37,0,81.3326502704,90.0,34,10,1,0
20,51,52,2,0,21,42896,167.62,0,139.889241902,90.0,156,17,4,0
20,51,52,2,0,21,175,222.74,0,52.820450585,95.0,102,13,1,0
20,51,52,2,0,21,13666,53.21,0,133.379158792,90.0,26,1,1,0
20,51,52,2,0,21,14605,77.72,0,139.06832853,58.0,83,1,5,0
20,51,52,2,0,21,17073,83.03,0,56.7626637853,52.0,92,1,4,0
20,51,52,2,0,21,37529,667.13,0,32.8937684068,52.0,150,13,3,0
20,51,52,2,0,21,21653,220.11,1,46.872166581,71.0,166,1,0,0
20,51,52,2,0,21,12345,85.69,0,6.0827625303,95.0,167,6,5,0
20,51,52,2,0,21,13207,141.76,0,68.3300812234,52.0,82,17,1,0
20,51,52,2,0,21,18907,68.26,0,22.2036033112,52.0,145,6,4,0
20,51,52,2,0,21,27162,85.04,1,69.7997134665,85.0,105,14,4,0
20,51,52,2,0,21,12948,101.25,0,77.7238702073,80.0,49,4,4,0
20,51,52,2,0,21,17348,68.83,1,47.9583152331,80.0,188,14,5,0
20,51,52,2,0,21,21463,218.25,0,98.6154146166,52.0,42,7,1,0
20,51,52,2,0,21,29649,268.87,0,47.4552420708,90.0,177,10,0,0
20,51,52,2,0,21,46415,126.0,0,12.124355653,,107,9,4,0
20,51,52,2,0,21,13554,156.37,0,131.228807813,95.0,130,7,4,0
20,51,52,2,0,21,21787,105.74,0,47.9583152331,90.0,87,5,4,0
20,51,52,2,0,21,25234,52.59,1,130.893086143,68.0,14,6,5,0
20,51,52,2,0,21,26089,120.48,0,23.3666428911,95.0,192,7,1,0
20,51,52,2,0,21,33078,168.38,0,79.5235814083,46.0,7,4,1,0
20,51,52,2,0,21,7392,123.37,0,20.9523268398,52.0,169,7,0,0
20,51,52,2,0,21,10366,65.69,0,35.6230262611,52.0,76,6,5,0
20,51,52,2,0,21,12383,69.23,1,34.9141805002,52.0,111,1,1,0
20,51,52,2,0,21,15540,280.14,0,35.2136337233,52.0,101,13,0,0
20,51,52,2,0,21,24086,136.68,1,5.56776436283,92.0,139,1,3,0
20,51,52,2,0,21,38705,177.75,0,61.4979674461,52.0,10,13,4,0
20,51,52,2,0,21,16074,120.49,1,55.9464029228,52.0,67,1,0,0
20,51,52,2,0,21,29760,313.88,0,69.4766147707,52.0,207,10,0,0
20,51,52,2,0,21,16552,292.44,0,25.7099202644,85.0,189,10,1,0
20,51,52,2,0,21,23712,77.05,1,21.9772609758,95.0,71,1,1,0
20,51,52,2,0,21,25063,409.5,0,43.6463056856,52.0,109,13,3,0
20,51,52,2,0,21,42441,94.25,1,26.6833281283,1.0,88,6,1,0
20,51,52,2,0,21,13415,291.38,0,114.660368044,91.0,61,19,0,0
20,51,52,2,0,21,16793,234.09,0,16.5529453572,52.0,179,7,1,0
20,51,52,2,0,21,28111,152.04,0,51.6236379966,52.0,194,10,4,0
20,51,52,2,0,21,39728,386.99,0,17.4642491966,52.0,43,13,3,0
20,51,52,2,0,21,46323,67.49,0,132.382022949,,134,20,5,0
20,51,52,2,0,21,3314,120.6,0,79.1201617794,95.0,16,0,0,0
20,51,52,2,0,21,16263,145.13,0,18.8148877222,52.0,185,10,1,0
20,51,52,2,0,21,16493,212.7,0,98.6154146166,95.0,158,21,1,0
20,51,52,2,0,21,43245,133.89,0,62.4099351065,52.0,137,7,1,0
20,51,52,2,0,21,20265,64.63,1,134.413540985,5.0,3,1,4,0
20,51,52,2,0,21,26997,123.76,0,63.5688603013,52.0,54,10,1,0
20,51,52,2,0,21,35931,223.88,0,132.382022949,52.0,157,7,1,0
20,51,52,2,0,21,44954,475.87,0,39.1918358845,52.0,165,13,1,0
20,51,52,2,0,21,3958,516.39,0,21.3072757527,52.0,132,13,3,0
20,51,52,2,0,21,6153,122.62,1,65.9090282131,52.0,20,10,3,0
20,51,52,2,0,21,16541,167.63,0,16.4620776332,52.0,182,10,1,0
20,51,52,2,0,21,5001,99.55,1,142.923056223,52.0,35,1,1,0
20,51,52,2,0,21,17531,133.88,0,19.9248588452,96.0,161,5,4,0
20,51,52,2,0,21,22647,60.75,1,12.3288280059,52.0,173,14,5,0
20,51,52,2,0,21,32651,203.62,0,139.06832853,90.0,199,17,0,0
20,51,52,2,0,21,5660,75.54,0,26.9443871706,95.0,152,6,5,0
20,51,52,2,0,21,24438,437.62,0,18.6010752377,52.0,191,10,6,0
20,51,52,2,0,21,26341,110.26,1,81.3326502704,90.0,86,10,1,0
20,51,52,2,0,21,1416,105.29,1,139.143810498,52.0,17,1,1,0
20,51,52,2,0,21,12114,167.62,0,77.9294552785,90.0,127,7,0,0
20,51,52,2,0,21,22748,126.54,0,65.4064217031,88.0,8,4,1,0
20,51,52,2,0,21,42807,170.36,0,16.5529453572,52.0,77,21,1,0
20,51,52,2,0,21,9227,75.54,0,20.6155281281,55.0,128,6,5,0
20,51,52,2,0,21,16512,122.62,0,23.3666428911,5.0,180,4,4,0
20,51,52,2,0,21,18799,122.63,0,47.9583152331,100.0,79,6,4,0
20,51,52,2,0,21,24339,111.37,1,66.0151497764,95.0,50,7,3,0
20,51,52,2,0,21,24505,80.1,1,142.923056223,52.0,4,1,5,0
20,51,52,2,0,21,31610,85.34,0,19.7737199333,59.0,197,11,5,0
20,51,52,2,0,21,31696,134.16,1,139.889241902,52.0,70,1,4,0
20,51,52,2,0,21,36651,104.7,0,16.9705627485,5.0,198,17,4,0
20,51,52,2,0,21,37181,179.99,0,26.5329983228,52.0,148,17,0,0
20,51,52,2,0,21,9693,137.69,1,125.139921688,52.0,33,9,4,0
20,51,52,2,0,21,12210,166.05,0,143.648877476,90.0,41,1,1,0
20,51,52,2,0,21,16251,201.24,1,69.4766147707,52.0,205,3,1,0
20,51,52,2,0,21,116,191.36,0,75.3790421802,95.0,100,21,3,0
20,51,52,2,0,21,2945,94.67,0,22.2036033112,52.0,140,6,5,0
20,51,52,2,0,21,4099,177.75,0,,52.0,9,13,4,0
20,51,52,2,0,21,44508,189.28,0,14.5945195193,52.0,184,10,1,0
20,51,52,2,0,21,6229,104.85,1,139.06832853,52.0,117,6,1,0
20,51,52,2,0,21,46278,383.73,0,23.6431808351,52.0,144,2,1,0
20,51,52,2,0,21,1002,145.13,0,18.8148877222,95.0,37,7,1,0
20,51,52,2,0,21,3601,596.24,0,36.7423461417,52.0,72,13,3,0
20,51,52,2,0,21,15625,190.12,0,98.0102035504,65.0,146,7,0,0
20,51,52,2,0,21,36676,188.58,1,60.6794858251,52.0,99,3,1,0
20,51,52,2,0,21,3249,112.48,0,67.394361782,85.0,178,6,5,0
20,51,52,2,0,21,8311,160.99,1,42.5323406363,52.0,2,1,3,0
20,51,52,2,0,21,41284,96.04,0,25.8263431403,52.0,186,6,5,0
20,51,52,2,0,21,45511,112.64,1,68.7022561493,52.0,108,3,1,0
20,51,52,2,0,21,16877,212.64,0,97.6422039899,95.0,55,7,4,0
20,51,52,2,0,21,26370,102.71,1,51.6236379966,90.0,21,9,4,0
20,51,52,2,0,21,42701,235.13,0,78.7083223046,52.0,25,7,3,0
20,51,52,2,0,21,43564,201.38,0,57.2450871254,95.0,85,10,1,0
20,51,52,2,0,21,3657,232.88,0,22.427661492,52.0,81,13,0,0
20,51,52,2,0,21,15403,78.69,0,12.0415945788,95.0,175,6,5,0
20,51,52,2,0,21,29054,190.13,0,44.6318272088,84.0,162,10,1,0
20,51,52,2,0,21,40208,191.35,1,51.8555686499,95.0,18,1,0,0
20,51,52,2,0,21,7520,75.29,1,114.660368044,0.0,32,1,4,0
20,51,52,2,0,21,11787,111.37,0,135.966907739,52.0,30,1,1,0
20,51,52,2,0,21,13493,167.62,0,65.2226954365,85.0,123,7,0,0
20,51,52,2,0,21,13629,112.49,0,70.8166647054,56.0,75,18,5,0
20,51,52,2,0,21,19797,89.1,1,98.6154146166,52.0,13,14,4,0
20,51,52,2,0,21,23688,133.28,0,12.409673646,90.0,120,10,4,0
20,51,52,2,0,21,36496,116.1,1,70.4343666118,95.0,98,6,1,0
20,51,52,2,0,21,17154,156.37,0,68.6512927773,95.0,39,7,4,0
20,51,52,2,0,21,22559,143.51,0,82.2374610503,52.0,57,21,1,0
20,51,52,2,0,21,26222,138.21,1,98.0102035504,97.0,80,1,1,0
20,51,52,2,0,21,27281,189.0,0,63.9140047251,52.0,62,13,4,0
20,51,52,2,0,21,32313,145.13,0,17.8605710995,52.0,200,10,4,0
20,51,52,2,0,21,37535,426.38,0,9.79795897113,52.0,208,13,1,0
20,51,52,2,0,21,42873,142.62,0,5.19615242271,52.0,181,17,4,0
20,51,52,2,0,21,44526,84.35,1,119.507321951,80.0,40,1,0,0
20,51,52,2,0,21,6334,111.37,0,71.6379787543,65.0,31,7,3,0
20,51,52,2,0,21,13238,78.74,0,128.117133905,52.0,151,1,5,0
20,51,52,2,0,21,16570,84.37,0,76.1642960973,71.0,124,10,1,0
20,51,52,2,0,21,21900,118.14,0,127.796713573,95.0,135,4,4,0
20,51,52,2,0,21,24250,68.83,1,16.4620776332,52.0,183,14,4,0
20,51,52,2,0,21,33462,107.11,1,142.923056223,52.0,48,1,4,0
20,51,52,2,0,21,26835,212.64,0,58.6685605755,95.0,160,7,1,0
20,51,52,2,0,21,36576,120.37,0,81.3326502704,52.0,143,10,1,0
20,51,52,2,0,21,42149,160.99,1,,95.0,27,1,0,0
20,51,52,2,0,21,46285,166.87,0,26.6833281283,52.0,126,7,4,0
20,51,52,2,0,21,21577,156.37,0,100.254675701,52.0,154,10,1,0
20,51,52,2,0,21,35274,50.87,1,132.740348048,52.0,46,1,5,0
20,51,52,2,0,21,37552,177.75,0,55.6057550978,52.0,52,13,4,0
20,51,52,2,0,21,41635,269.1,1,11.5325625947,52.0,65,22,2,0
20,51,52,2,0,21,2473,143.86,0,75.126559884,52.0,68,17,1,0
20,51,52,2,0,21,9280,176.85,1,73.2051910728,95.0,66,6,0,0
20,51,52,2,0,21,28156,100.69,1,48.4458460552,52.0,172,1,1,0
20,51,52,2,0,21,29676,174.38,0,30.5941170816,60.0,78,10,3,0
20,51,52,2,0,21,41690,134.48,0,47.3286382648,95.0,116,7,4,0
20,51,52,2,0,21,44779,77.28,0,16.9705627485,52.0,95,4,5,0
20,51,52,2,0,21,45622,129.36,0,123.482792323,52.0,5,15,1,0
20,51,52,2,0,21,45960,257.64,0,20.2977831302,52.0,1,1,3,0
20,51,52,2,0,21,10533,84.36,0,139.316187143,80.0,45,1,4,0
20,51,52,2,0,21,15696,193.87,0,133.652534581,66.0,125,2,1,0
20,51,52,2,0,21,21980,177.18,0,77.472575793,52.0,22,9,1,0
20,51,52,2,0,21,26115,132.42,1,142.513157287,52.0,110,0,4,0
20,51,52,2,0,21,46239,151.86,0,20.6155281281,52.0,164,17,4,0
20,51,52,2,0,21,16320,111.38,0,47.9583152331,80.0,113,4,5,0
20,51,52,2,0,21,39699,560.24,0,21.3072757527,52.0,193,13,3,0
20,51,52,2,0,21,3803,702.01,0,18.8414436814,52.0,138,13,2,0
20,51,52,2,0,21,25030,449.88,0,24.248711306,90.0,115,10,2,0
20,51,52,2,0,21,29765,325.12,0,58.223706512,52.0,206,10,0,0
20,51,52,2,0,21,5737,101.24,1,69.7997134665,93.0,170,4,1,0
20,51,52,2,0,21,8841,120.37,0,80.7403244977,80.0,196,10,0,0
20,51,52,2,0,21,36109,122.63,0,70.4343666118,52.0,93,4,1,0
20,51,52,2,0,21,26505,67.49,0,132.382022949,90.0,59,6,5,0
20,51,52,2,0,21,35017,132.92,1,135.966907739,0.0,44,6,1,0
20,51,52,2,0,21,17565,209.25,0,36.7423461417,60.0,23,2,3,0
20,51,52,2,0,21,28039,190.13,0,126.901536634,52.0,63,10,1,0
20,51,52,2,0,21,28039,190.13,0,126.901536634,52.0,63,10,1,0
20,51,52,2,0,21,29926,94.5,0,143.777606045,71.0,84,4,5,0
20,51,52,2,0,21,36453,85.04,1,69.7997134665,52.0,201,14,5,0
20,51,52,2,0,21,43439,150.86,0,62.4099351065,55.0,58,7,1,0
20,51,52,2,0,21,982,477.01,0,32.8937684068,52.0,195,13,3,0
20,51,52,2,0,21,22230,127.45,0,47.9583152331,52.0,163,17,4,0
20,51,52,2,0,21,42613,190.96,0,43.7492857085,73.0,133,23,3,0
20,51,52,2,0,21,2447,268.87,0,126.8227109,52.0,155,7,0,0
20,51,52,2,0,21,7434,212.63,1,73.7834669828,95.0,56,1,0,0
20,51,52,2,0,21,42024,156.37,0,12.3288280059,52.0,142,7,4,0
20,51,52,2,0,21,42588,336.38,0,18.6010752377,52.0,104,10,3,0
20,51,52,2,0,21,297,134.1,1,128.856509343,95.0,28,6,0,0
20,51,52,2,0,21,37371,91.11,1,12.8840987267,78.0,121,9,5,0
20,51,52,2,0,21,2391,196.87,0,58.223706512,52.0,89,10,3,0
20,51,52,2,0,21,24469,111.38,1,21.4476105895,70.0,119,17,0,0
20,51,52,2,0,21,31366,112.36,0,15.2643375225,95.0,74,11,5,0
20,51,52,2,0,21,36071,178.88,0,132.382022949,95.0,176,7,1,0
20,51,52,2,0,21,42065,78.74,0,20.6155281281,52.0,91,24,5,0
20,51,52,2,0,21,42976,246.37,1,59.354865007,95.0,38,7,3,0
20,51,52,2,0,21,44750,133.89,0,17.8605710995,64.0,168,7,4,0
20,32,39,1,1,22,517,485.62,1,64.4903093495,85.0,26,0,0,0
20,32,39,1,1,22,25234,329.59,1,130.893086143,68.0,13,6,5,0
20,32,39,1,1,22,7520,369.64,1,114.660368044,0.0,29,1,4,0
20,101,103,2,1,23,517,223.74,0,64.4903093495,85.0,35,0,0,0
20,57,58,2,0,24,517,111.87,0,64.4903093495,85.0,36,0,0,0
20,57,58,2,0,24,7477,116.99,0,75.126559884,52.0,142,4,1,0
20,57,58,2,0,24,13352,104.22,0,69.7997134665,52.0,117,6,4,0
20,57,58,2,0,24,28248,127.58,1,69.8068764521,52.0,176,8,1,0
20,57,58,2,0,24,1224,111.38,0,13.3790881603,52.0,171,4,5,0
20,57,58,2,0,24,19978,84.38,0,42.2847490237,52.0,63,1,0,0
20,57,58,2,0,24,19978,84.38,0,42.2847490237,52.0,63,1,0,0
20,57,58,2,0,24,33390,156.37,0,142.502631555,95.0,163,7,4,0
20,57,58,2,0,24,1301,114.76,0,75.9078388574,52.0,194,17,1,0
20,57,58,2,0,24,9067,190.12,0,75.126559884,95.0,169,7,0,0
20,57,58,2,0,24,15887,133.89,0,47.9583152331,95.0,132,7,4,0
20,57,58,2,0,24,23361,167.63,0,17.8605710995,52.0,196,10,1,0
20,57,58,2,0,24,30971,191.25,0,47.6025209416,100.0,123,10,1,0
20,57,58,2,0,24,31082,145.13,0,47.9583152331,52.0,135,4,4,0
20,57,58,2,0,24,15955,103.49,0,132.382022949,52.0,83,5,4,0
20,57,58,2,0,24,41755,61.31,0,10.7238052948,64.0,87,6,5,0
20,57,58,2,0,24,42766,128.82,1,20.2977831302,52.0,206,1,1,0
